MAL_ID	Name	Score	Genres	English name	Japanese name	Type	Episodes	Aired	Premiered	Producers	Licensors	Studios	Source	Duration	Rating	Ranked	Popularity	Members	Favorites	Watching	Completed	On-Hold	Dropped	Plan to Watch	Score-10	Score-9	Score-8	Score-7	Score-6	Score-5	Score-4	Score-3	Score-2	Score-1
136	Hunter x Hunter	8,42	Action, Adventure, Super Power, Fantasy, Shounen	Hunter x Hunter	HUNTER_HUNTER___________	TV	62	Oct 16, 1999 to Mar 31, 2001	Fall 1999	Fuji TV	VIZ Media	Nippon Animation	Manga	23 min. per ep.	PG-13 - Teens 13 or older	143	319	416227	9525	28061	260968	15535	15100	96563	47419	54430	58285	30731	9392	3638	1134	429	258	756
137	Hunter x Hunter: Original Video Animation	8,33	Action, Adventure, Super Power, Shounen	Unknown	HUNTER_HUNTER Original Video Animation	OVA	8	Jan 17, 2002 to Apr 17, 2002	Unknown	Unknown	Unknown	Nippon Animation	Manga	24 min. per ep.	PG-13 - Teens 13 or older	205	1375	101579	408	2115	80683	832	776	17173	11508	14218	16660	8671	2419	805	184	76	39	337
138	Hunter x Hunter: Greed Island	8,21	Action, Adventure, Super Power, Fantasy, Shounen	Unknown	_________:Greed Island	OVA	8	Feb 5, 2003 to Apr 16, 2003	Unknown	Unknown	Unknown	Nippon Animation	Manga	22 min. per ep.	PG-13 - Teens 13 or older	299	1244	116633	318	2256	98042	833	802	14700	12763	16102	20072	11433	3505	1179	386	160	131	300
139	Hunter x Hunter: Greed Island Final	8,29	Action, Adventure, Super Power, Fantasy, Shounen	Unknown	__________G_I_Final	OVA	14	Mar 3, 2004 to Aug 18, 2004	Unknown	Unknown	Unknown	Nippon Animation	Manga	24 min. per ep.	PG-13 - Teens 13 or older	230	1288	111292	268	2091	92109	827	750	15515	12905	16044	18455	9667	2997	1048	351	155	111	304
141	Jinki:Extend	6,14	Mecha, Sci-Fi	Jinki:Extend	__________	TV	12	Jan 6, 2005 to Mar 24, 2005	Winter 2005	TV Asahi, GANSIS	ADV Films, Funimation	feel.	Manga	23 min. per ep.	R - 17+ (violence & profanity)	7618	4923	9900	10	420	4784	474	699	3523	95	146	451	957	909	710	314	129	76	46
142	Kamikaze Kaitou Jeanne	7,45	Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo	Unknown	________	TV	44	Feb 13, 1999 to Jan 29, 2000	Winter 1999	Unknown	Unknown	Toei Animation	Manga	24 min. per ep.	PG-13 - Teens 13 or older	1746	2363	46140	499	1518	32304	1751	1977	8590	2675	3492	5692	6523	3509	1692	538	167	101	54
143	Kannazuki no Miko	6,87	Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai	Destiny of the Shrine Maiden	______	TV	12	Oct 2, 2004 to Dec 18, 2004	Fall 2004	Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment	Sentai Filmworks, Geneon Entertainment USA	TNK	Manga	24 min. per ep.	PG-13 - Teens 13 or older	4169	2000	60077	767	2269	33411	2025	2994	19378	2385	2784	4804	6447	4552	2848	1593	750	414	297
144	Kanon	7,11	Drama, Romance, Slice of Life, Supernatural	Unknown	___	TV	13	Jan 31, 2002 to Mar 28, 2002	Winter 2002	Movic, Fuji TV, Fujipacific Music	Funimation	Toei Animation	Visual novel	24 min. per ep.	G - All Ages	3174	2105	55784	248	1418	32662	1469	2522	17713	2080	2785	5100	6498	3833	2084	886	450	251	235
145	Kareshi Kanojo no Jijou	7,61	Comedy, Drama, Romance, School, Shoujo, Slice of Life	His and Her Circumstances	_______	TV	26	Oct 2, 1998 to Mar 26, 1999	Fall 1998	TV Tokyo, GANSIS	Nozomi Entertainment	Gainax, J.C.Staff	Manga	24 min. per ep.	PG-13 - Teens 13 or older	1254	875	170539	2188	11136	75368	10132	7994	65909	6330	11119	18489	16634	7499	3331	1230	428	262	209
146	Kono Minikuku mo Utsukushii Sekai	6,76	Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi	This Ugly Yet Beautiful World	__________	TV	12	Apr 2, 2004 to Jun 18, 2004	Spring 2004	Geneon Universal Entertainment, TBS, Rondo Robe, Movic	ADV Films	Gainax, Shaft	Original	24 min. per ep.	R+ - Mild Nudity	4625	2145	54222	178	1995	33816	1909	2381	14121	1514	2347	4842	7311	5021	3079	1446	607	343	197
147	Kimi ga Nozomu Eien	7,24	Drama, Romance, Slice of Life	Rumbling Hearts	______	TV	14	Oct 5, 2003 to Jan 4, 2004	Fall 2003	Lantis, Media Factory, Age	Funimation	Studio Fantasia	Visual novel	23 min. per ep.	R+ - Mild Nudity	2604	1187	123752	1072	3792	75846	3242	4458	36414	6057	9127	14332	14635	8360	4503	2468	1128	771	691
148	Kita e.: Diamond Dust Drops	6,62	Drama, Romance, Slice of Life	Diamond Daydreams	___ _Diamond Dust Drops_	TV	12	Jan 20, 2004 to Apr 5, 2004	Winter 2004	Unknown	ADV Films	Studio Deen	Visual novel	24 min. per ep.	PG-13 - Teens 13 or older	5305	5411	7823	9	345	2781	354	418	3925	106	151	400	688	480	310	124	75	17	20
149	Loveless	6,86	Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai	Loveless	LOVELESS	TV	12	Apr 7, 2005 to Jun 30, 2005	Spring 2005	Bandai Visual, TV Asahi, Movic	Media Blasters	J.C.Staff	Manga	24 min. per ep.	PG-13 - Teens 13 or older	4203	1215	121063	1632	4134	81173	4010	8783	22963	5825	7084	10721	14257	10659	6853	3832	1732	1173	1081
150	Blood+	7,66	Action, Military, Mystery, Horror, Supernatural, Drama, Vampire	Blood+	_______	TV	50	Oct 8, 2005 to Sep 23, 2006	Fall 2005	Aniplex, Mainichi Broadcasting System	Sony Pictures Entertainment	Production I.G	Original	24 min. per ep.	R - 17+ (violence & profanity)	1116	431	317767	4623	17892	163002	20855	20329	95689	16366	23972	36825	34360	16234	8377	3281	1140	595	452
151	Re: Cutey Honey	7,12	Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai	Unknown	Re:_________	OVA	3	Jul 24, 2004 to Sep 25, 2004	Unknown	Toei Video	Unknown	Gainax, Toei Animation	Manga	46 min. per ep.	R+ - Mild Nudity	3130	3430	22697	133	914	10939	588	534	9722	433	903	2314	2742	1446	651	223	98	38	42
152	Solty Rei	7,28	Action, Sci-Fi, Super Power	Unknown	______	TV	24	Oct 7, 2005 to Mar 31, 2006	Fall 2005	AIC, TV Asahi, Sotsu Music Publishing	Funimation	Gonzo	Original	23 min. per ep.	R - 17+ (violence & profanity)	2447	3233	25666	124	1098	13419	1462	1473	8214	730	1303	2914	3287	1692	853	286	111	46	37
153	Juuni Kokuki	8,06	Action, Adventure, Fantasy, Magic, Supernatural	The Twelve Kingdoms	____	TV	45	Apr 9, 2002 to Aug 30, 2003	Spring 2002	Sogo Vision	Media Blasters, Discotek Media, Tokyopop	Studio Pierrot	Novel	25 min. per ep.	PG-13 - Teens 13 or older	464	1266	113627	2261	6948	41705	5871	4897	54206	6014	8974	10809	6879	2926	1462	616	277	146	154
154	Shaman King	7,78	Action, Adventure, Comedy, Super Power, Supernatural, Shounen	Shaman King	________	TV	64	Jul 4, 2001 to Sep 25, 2002	Summer 2001	TV Tokyo, Nihon Ad Systems, TV Tokyo Music	4Kids Entertainment	Xebec	Manga	23 min. per ep.	PG-13 - Teens 13 or older	853	477	294021	3672	11999	208822	11722	13069	48409	22092	27013	45643	41073	16854	6947	2045	797	342	254
155	X/1999	6,59	Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural	X - The Movie	____, X/1999	Movie	1	Aug 3, 1996	Unknown	Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty	Manga Entertainment	Madhouse	Manga	1 hr. 37 min.	R - 17+ (violence & profanity)	5420	2904	31227	128	454	22871	314	351	7237	1096	1596	2816	3780	3072	1868	1193	567	349	200
156	X	7,43	Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo	X	X______	TV	24	Oct 3, 2001 to Mar 27, 2002	Fall 2001	Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com	Funimation, Geneon Entertainment USA	Madhouse	Manga	24 min. per ep.	R+ - Mild Nudity	1804	1818	69684	796	2710	39454	3274	3006	21240	3338	4772	7876	8060	4254	2047	893	317	203	138
157	Mahou Sensei Negima!	6,98	Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural	Negima!	____ ____	TV	26	Jan 6, 2005 to Jun 30, 2005	Winter 2005	Starchild Records	Funimation, Sentai Filmworks	Xebec	Manga	23 min. per ep.	PG-13 - Teens 13 or older	3708	1208	121120	601	5607	74264	5159	7468	28622	3438	5581	11739	16816	10244	5568	2566	981	524	346
158	Maria-sama ga Miteru	7,34	Slice of Life, Drama, Romance, Shoujo, Shoujo Ai	Maria Watches Over Us	________	TV	13	Jan 8, 2004 to Apr 1, 2004	Winter 2004	Rondo Robe, TV Tokyo Music	Nozomi Entertainment, Maiden Japan	Studio Deen	Light novel	24 min. per ep.	PG-13 - Teens 13 or older	2178	2170	53511	663	2234	22274	1941	2716	24346	1570	2405	4446	4901	2611	1342	521	234	105	142
159	Boukyaku no Senritsu	6,34	Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural	The Melody of Oblivion	_____	TV	24	Apr 7, 2004 to Sep 22, 2004	Spring 2004	Kadokawa Shoten, TBS, KENMedia	Geneon Entertainment USA	Gainax, J.C.Staff	Manga	23 min. per ep.	PG-13 - Teens 13 or older	6657	3975	16632	43	785	6788	751	1212	7096	218	391	731	1364	1202	838	464	236	135	90
160	Ima, Soko ni Iru Boku	7,66	Adventure, Drama, Fantasy, Military, Sci-Fi	Now and Then, Here and There	________	TV	13	Oct 14, 1999 to Jan 20, 2000	Fall 1999	Victor Entertainment, Pioneer LDC, Rakuonsha	Central Park Media	AIC	Original	25 min. per ep.	R - 17+ (violence & profanity)	1140	1309	108100	1018	4451	39741	3252	2434	58222	4012	6505	9669	7286	3490	1636	804	376	170	220
161	Peace Maker Kurogane	7,33	Action, Comedy, Historical, Samurai, Shounen	Peace Maker Kurogane	PEACE MAKER _	TV	24	Oct 8, 2003 to Mar 24, 2004	Fall 2003	GDH, TV Asahi, Imagica	ADV Films, Funimation	Gonzo	Manga	24 min. per ep.	R - 17+ (violence & profanity)	2186	2251	50151	307	2172	26653	2370	2148	16808	1565	2755	5455	6245	3005	1468	560	183	85	66
162	Pita Ten	6,94	Comedy, Fantasy, Kids, Romance, School, Shounen	Pita-Ten	____	TV	26	Apr 7, 2002 to Sep 29, 2002	Spring 2002	Broccoli	Nozomi Entertainment	Madhouse	Manga	24 min. per ep.	G - All Ages	3863	3626	20422	104	743	11980	1103	1557	5039	601	939	1793	2671	1814	1058	409	165	71	55
163	Power Stone	6,48	Adventure, Comedy, Fantasy, Historical, Shounen	Unknown	_______	TV	26	Apr 3, 1999 to Sep 25, 1999	Spring 1999	Avex Entertainment	ADV Films	Studio Pierrot	Game	20 min. per ep.	PG - Children	6015	5874	6378	20	196	4024	223	447	1488	150	182	393	863	763	483	190	65	31	30
164	Mononoke Hime	8,72	Action, Adventure, Fantasy	Princess Mononoke	_____	Movie	1	Jul 12, 1997	Unknown	Tokuma Shoten, Nippon Television Network	GKIDS	Studio Ghibli	Original	2 hr. 15 min.	PG-13 - Teens 13 or older	40	91	876813	17114	11422	735624	3384	1386	124997	184173	167754	131050	57874	17052	5570	1660	545	283	702
165	RahXephon	7,42	Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi	RahXephon	______	TV	26	Jan 21, 2002 to Sep 11, 2002	Winter 2002	Asatsu DK, Fuji TV	ADV Films	Bones	Original	23 min. per ep.	PG-13 - Teens 13 or older	1820	1395	100343	949	4101	46207	4534	4203	41298	3247	5815	10129	10104	4981	2400	1150	424	228	179
166	Samurai 7	7,48	Historical, Mecha, Samurai, Sci-Fi	Samurai 7	_______	TV	26	Jun 12, 2004 to Dec 25, 2004	Summer 2004	GDH, Sotsu Music Publishing	Funimation	Gonzo	Other	26 min. per ep.	PG-13 - Teens 13 or older	1646	1295	110124	744	4453	67372	4951	4474	28874	4415	8054	15364	16074	6890	3029	1018	387	167	126
167	Scrapped Princess	7,41	Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen	Scrapped Princess	____________	TV	24	Apr 8, 2003 to Oct 7, 2003	Spring 2003	Kadokawa Shoten, A-Line	Funimation, Bandai Entertainment	Bones	Light novel	23 min. per ep.	PG-13 - Teens 13 or older	1861	1637	81917	433	3417	42524	3547	3269	29160	1831	4724	10148	10497	4387	2085	625	193	92	97
168	s.CRY.ed	7,38	Action, Sci-Fi, Adventure, Super Power, Drama	s-CRY-ed	_____	TV	26	Jul 4, 2001 to Dec 26, 2001	Summer 2001	Yomiko Advertising	Bandai Entertainment, Sentai Filmworks, Discotek Media	Sunrise	Original	24 min. per ep.	PG-13 - Teens 13 or older	1969	1787	72311	673	2428	44099	2630	2840	20314	2742	4865	8857	9983	4771	2331	880	307	163	92
169	Shingetsutan Tsukihime	6,91	Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire	Lunar Legend Tsukihime	___ __	TV	12	Oct 10, 2003 to Dec 26, 2003	Fall 2003	TBS, Rondo Robe, Movic	Sentai Filmworks, Geneon Entertainment USA	J.C.Staff	Visual novel	24 min. per ep.	R - 17+ (violence & profanity)	3970	1086	135721	654	5080	77659	3687	4104	45191	3795	6704	13229	16972	9908	5351	2881	1453	933	895
170	Slam Dunk	8,53	Comedy, Drama, School, Shounen, Sports	Slam Dunk	______	TV	101	Oct 16, 1993 to Mar 23, 1996	Fall 1993	TV Asahi, Animax	Flatiron Film Company, Geneon Entertainment USA	Toei Animation	Manga	23 min. per ep.	PG-13 - Teens 13 or older	92	728	201203	5471	15530	108713	12179	7862	56919	24041	26797	25578	12645	4036	1603	493	215	125	443
171	Strange Dawn	6,35	Adventure, Drama, Fantasy	Unknown	_________	TV	13	Jul 11, 2000 to Sep 26, 2000	Summer 2000	Unknown	Urban Vision	Hal Film Maker	Original	23 min. per ep.	PG - Children	6634	7014	4112	7	180	1487	168	205	2072	28	58	177	333	293	180	71	28	20	18
173	Tactics	7,23	Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen	Unknown	______	TV	25	Oct 6, 2004 to Mar 30, 2005	Fall 2004	Studio Izena, MediaNet	Manga Entertainment	Studio Deen	Manga	24 min. per ep.	PG-13 - Teens 13 or older	2668	2670	36569	184	2144	15626	2413	2272	14114	929	1528	3007	3854	2149	1192	418	149	56	34
174	Tenjou Tenge	6,93	Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen	Tenjho Tenge	____	TV	24	Apr 2, 2004 to Sep 17, 2004	Spring 2004	TV Asahi	Discotek Media, Geneon Entertainment USA	Madhouse	Manga	23 min. per ep.	R - 17+ (violence & profanity)	3911	934	158482	647	7266	100783	6039	8559	35835	4525	7930	16479	23495	14073	7564	3713	1556	769	479
175	Tokyo Underground	6,63	Action, Adventure, Romance, Sci-Fi, Shounen, Super Power	Tokyo Underground	___________	TV	26	Apr 2, 2002 to Sep 24, 2002	Spring 2002	TV Tokyo Music	Discotek Media, Geneon Entertainment USA	Studio Pierrot	Manga	25 min. per ep.	PG-13 - Teens 13 or older	5230	3254	25243	41	1335	13386	1350	1740	7432	380	675	1717	3071	2310	1460	547	216	113	70
176	Triangle Heart: Sweet Songs Forever	6,19	Adventure, Romance	Unknown	__________ -Sweet Songs Forever-	OVA	4	Jul 24, 2003 to Dec 26, 2003	Unknown	Discovery	Unknown	Seven Arcs	Visual novel	28 min. per ep.	PG-13 - Teens 13 or older	7381	5991	6030	6	192	3163	144	193	2338	85	110	276	582	574	423	196	86	37	21
177	Tsubasa Chronicle	7,55	Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen	Tsubasa RESERVoir CHRoNiCLE	_________	TV	26	Apr 9, 2005 to Oct 15, 2005	Spring 2005	NHK, Kodansha	Funimation	Bee Train	Manga	25 min. per ep.	PG-13 - Teens 13 or older	1437	759	195978	2284	9373	106909	11295	11986	56415	9325	13441	22827	22477	10508	5296	2054	818	338	272
178	Ultra Maniac	7,18	Comedy, Magic, Romance, School, Shoujo	Ultramaniac - Magical Girl	_________	TV	26	May 20, 2003 to Nov 11, 2003	Spring 2003	WAO World, Studio Jack	Discotek Media, Geneon Entertainment USA	Production Reed	Manga	24 min. per ep.	G - All Ages	2871	3103	27718	141	1221	15384	1352	1595	8166	886	1372	2664	3686	2002	1091	320	133	73	44
179	Ultra Maniac OVA	6,69	Comedy, Magic, Romance, School	Unknown	_________	OVA	1	Aug 6, 2002	Unknown	Unknown	Unknown	Production Reed	Unknown	21 min.	G - All Ages	4978	6509	4941	4	76	3304	77	70	1414	125	163	335	650	522	278	76	27	22	14
180	Vandread	7,21	Action, Ecchi, Mecha, Sci-Fi, Shounen, Space	Vandread	_______	TV	13	Oct 3, 2000 to Dec 19, 2000	Fall 2000	GDH, Dentsu, Media Factory	Funimation, Geneon Entertainment USA	Gonzo	Original	22 min. per ep.	PG-13 - Teens 13 or older	2723	1771	73554	436	2047	53218	1823	2410	14056	2434	4688	9516	12448	6101	2829	1032	427	236	132
181	Vandread: The Second Stage	7,42	Action, Ecchi, Mecha, Sci-Fi, Shounen, Space	Unknown	_______ the second stage	TV	13	Oct 5, 2001 to Jan 18, 2002	Fall 2001	GDH, Dentsu, Media Factory	Funimation, Geneon Entertainment USA	Gonzo	Original	22 min. per ep.	PG-13 - Teens 13 or older	1850	2326	47649	117	807	40117	720	601	5404	2142	4084	7875	8786	3742	1571	500	204	73	44
182	Tenkuu no Escaflowne	7,7	Adventure, Psychological, Romance, Fantasy, Mecha	The Vision of Escaflowne	__________	TV	26	Apr 2, 1996 to Sep 24, 1996	Spring 1996	TV Tokyo, Bandai Visual	Funimation, Bandai Entertainment	Sunrise	Original	24 min. per ep.	PG-13 - Teens 13 or older	1037	1157	127239	2086	4987	70674	5094	4211	42273	6311	10107	16442	14572	6125	2595	891	320	144	109
183	Whistle!	7,39	School, Shounen, Sports	Unknown	______	TV	39	May 6, 2002 to Feb 3, 2003	Spring 2002	Marvelous	Unknown	Studio Comet	Manga	24 min. per ep.	G - All Ages	1939	4545	12063	73	542	7300	498	603	3120	452	746	1505	1811	765	332	110	42	27	26
184	Xenosaga The Animation	6,37	Action, Mecha, Sci-Fi, Shounen, Space	Unknown	_____ THE ANIMATION	TV	12	Jan 6, 2005 to Mar 24, 2005	Winter 2005	Happinet Pictures	ADV Films, Funimation	Toei Animation	Game	23 min. per ep.	PG-13 - Teens 13 or older	6577	3838	17824	46	637	9556	812	1200	5619	282	426	1041	1995	1781	1191	583	263	116	78
185	Initial D First Stage	8,29	Action, Cars, Drama, Seinen, Sports	Initial D First Stage	__________D	TV	26	Apr 19, 1998 to Dec 6, 1998	Spring 1998	OB Planning, Fuji TV	Funimation, Tokyopop	Gallop, Studio Comet	Manga	25 min. per ep.	PG-13 - Teens 13 or older	231	638	229315	6949	14291	148516	7949	4915	53644	22426	29409	37279	20081	5685	2073	633	209	149	225
186	Initial D Second Stage	8,12	Action, Cars, Drama, Seinen, Sports	Initial D Second Stage	__________D SECOND STAGE	TV	13	Oct 15, 1999 to Jan 21, 2000	Fall 1999	OB Planning, Fuji TV	Funimation, Tokyopop	Pastel	Manga	23 min. per ep.	PG-13 - Teens 13 or older	391	1095	134642	691	3055	114742	1279	751	14815	12292	18903	29970	17122	4454	1244	293	96	33	62
187	Initial D Third Stage	7,89	Action, Cars, Sports, Drama, Romance, Seinen	Unknown	__________D THIRD STAGE	Movie	1	Jan 13, 2001	Unknown	OB Planning	Funimation	Studio Deen	Manga	1 hr. 45 min.	PG-13 - Teens 13 or older	689	1270	113842	469	1340	98309	519	348	13326	9194	12565	23574	18429	5581	1659	417	144	44	64
189	Love Hina	7,14	Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life	Love Hina	____	TV	24	Apr 19, 2000 to Sep 27, 2000	Spring 2000	Production I.G, TV Tokyo, Yomiko Advertising	Funimation, Bandai Entertainment	Xebec	Manga	23 min. per ep.	PG-13 - Teens 13 or older	3037	645	225891	1584	7492	154064	7241	11599	45495	8738	14308	27588	33959	19199	10492	4394	1873	1072	746
190	Love Hina Again	7,25	Comedy, Drama, Ecchi, Romance, Shounen	Love Hina Again	__ __ Again	OVA	3	Jan 26, 2002 to Mar 27, 2002	Unknown	Starchild Records, Audio Tanaka	Bandai Entertainment, Discotek Media	Xebec	Manga	30 min. per ep.	PG-13 - Teens 13 or older	2581	1715	76962	95	771	66654	551	456	8530	3712	6222	11477	13780	7002	3362	1285	582	274	150
191	Love Hina Christmas Special: Silent Eve	7,34	Slice of Life, Comedy, Romance	Love Hina Christmas Movie	______________ __________	Special	1	Dec 25, 2000	Unknown	Yomiko Advertising	Bandai Entertainment	Xebec	Manga	46 min.	PG-13 - Teens 13 or older	2174	2177	53291	49	353	47981	287	168	4502	2798	4607	8293	9697	4732	2240	677	256	142	102
192	Love Hina Haru Special: Kimi Sakura Chiru Nakare!!	7,21	Adventure, Comedy, Romance	Love Hina Spring Movie	__________ ___________!!_	Special	1	Apr 2, 2001	Unknown	Yomiko Advertising	Bandai Entertainment	Xebec	Unknown	46 min.	PG-13 - Teens 13 or older	2731	2307	48221	23	369	42726	290	182	4654	2266	3599	6893	9013	4466	2241	737	274	186	100
193	Maburaho	6,8	Comedy, Drama, Ecchi, Harem, Magic, Romance, School	Maburaho	____	TV	24	Oct 14, 2003 to Apr 6, 2004	Fall 2003	Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL	ADV Films	J.C.Staff	Light novel	24 min. per ep.	R+ - Mild Nudity	4444	1583	85634	259	3675	58233	3065	4208	16453	2426	3800	8155	12682	8392	5076	2221	926	535	297
194	Macross Zero	7,55	Adventure, Mecha, Military, Sci-Fi, Shounen	Macross Zero	____ __	OVA	5	Dec 21, 2002 to Oct 20, 2004	Unknown	Bandai Visual	Unknown	Satelight	Original	30 min. per ep.	R+ - Mild Nudity	1438	2809	33232	125	896	22070	670	438	9158	1399	2836	5185	4475	1973	817	298	103	35	33
195	Onegai_Teacher	7,17	Sci-Fi, Comedy, Drama, Romance, School	Please Teacher!	___________	TV	12	Jan 10, 2002 to Mar 28, 2002	Winter 2002	Bandai Visual, Genco	Nozomi Entertainment, Bandai Entertainment	Daume	Original	23 min. per ep.	PG-13 - Teens 13 or older	2877	1008	147889	926	3832	109656	2687	4175	27539	6741	10008	18771	22906	13008	6991	2839	1109	655	427
196	Onegai_Twins	6,88	Comedy, Drama, Harem, School, Sci-Fi	Please Twins	_________	TV	12	Jul 15, 2003 to Oct 14, 2003	Summer 2003	Bandai Visual, Genco, Lantis	Nozomi Entertainment, Bandai Entertainment	Daume	Original	25 min. per ep.	PG-13 - Teens 13 or older	4123	1699	77733	192	1717	60488	1470	2083	11975	2262	4369	8902	13224	8488	4553	1963	798	439	267
197	Rizelmine	6,55	Sci-Fi, Comedy, Romance, Ecchi, School	Unknown	______	TV	24	Apr 3, 2002 to Dec 22, 2002	Spring 2002	m.o.e.	Unknown	Madhouse, Imagin	Manga	15 min. per ep.	R+ - Mild Nudity	5608	3495	21968	51	959	12205	983	1638	6183	466	652	1425	2515	2046	1348	622	292	201	134
198	Speed Grapher	7,35	Action, Mystery, Super Power	Speed Grapher	_________	TV	24	Apr 8, 2005 to Sep 30, 2005	Spring 2005	TV Asahi, WAO World, TAP	Funimation	Gonzo	Original	23 min. per ep.	R+ - Mild Nudity	2105	1458	95801	602	4968	41984	4881	4861	39107	2619	5094	9838	9937	4854	2515	1108	392	233	174
199	Sen to Chihiro no Kamikakushi	8,83	Adventure, Supernatural, Drama	Spirited Away	________	Movie	1	Jul 20, 2001	Unknown	Toho	Walt Disney Studios, GKIDS	Studio Ghibli	Original	2 hr. 5 min.	PG - Children	23	41	1245727	25610	14444	1124666	3124	1437	102056	324768	254426	182709	76025	22207	7695	2393	856	489	1174
200	Tenshi na Konamaiki	7,48	Comedy, Magic, Romance, Shounen	Cheeky Angel	_______	TV	50	Apr 6, 2002 to Mar 29, 2003	Spring 2002	Unknown	Unknown	TMS Entertainment	Manga	24 min. per ep.	PG-13 - Teens 13 or older	1653	3426	22832	133	1595	9671	1528	1553	8485	752	1269	2277	2239	1183	554	227	99	42	54